SampleRate_Msps,NumSamples,NumDoppler,SeqTime_ms,OmpTime_ms,CudaTime_ms,Seq_GFLOPS,Cuda_Bandwidth_GBs,Cuda_Realtime
5.0,5000,21,23339.03470333462,2051.747465000517,60.173223667031074,0.17995602874697794,0.0019942425000199554,False
10.0,10000,21,77348.83853566619,1376.0979213341973,27.18207400054477,0.21719783151305344,0.008829348341675107,False
15.0,15000,21,153821.8252166674,3365.8817046683303,48.39868266693278,0.24573886018291874,0.007438218979583121,False
20.0,20000,21,211305.0128469998,5570.507207001356,46.94459599947246,0.31802369046804246,0.01022481906129076,False
25.0,25000,21,317495.7614949999,7239.628780000203,28.03753066837089,0.3307130763118977,0.02139988742578031,False
